title,viewCount,subscriberCount,videoCount,retrievedAt
EthioTube,40307619,224000,1750,2023-03-28 23:04:53 UTC
Feta Daily News,148435267,583000,983,2023-03-28 23:04:53 UTC
GEBEYANU,10263905,107000,634,2023-03-28 23:04:53 UTC
MENELIK TELEVISION 3,216301,2670,117,2023-03-28 23:04:53 UTC
Mager Media - ማገር ,1211249,22900,322,2023-03-28 23:04:53 UTC
Mengizem Media ምንጊዜም ሚዲያ,3637922,31100,1287,2023-03-28 23:04:53 UTC
OMN,110291450,513000,9647,2023-03-28 23:04:53 UTC
Reyot,43027754,189000,2062,2023-03-28 23:04:53 UTC
Roha ,11394859,95000,961,2023-03-28 23:04:53 UTC
Terara Network,3389771,45100,276,2023-03-28 23:04:53 UTC
Tigrai Media House,154993986,351000,5460,2023-03-28 23:04:53 UTC
Zara Media Network - ዛራ,21138550,129000,408,2023-03-28 23:04:53 UTC
ኢትዮ ሰላም  Ethio Selam,2879005,37000,118,2023-03-28 23:04:53 UTC
ዓባይ ዜና - Abbay News,17797076,335000,1174,2023-03-28 23:04:53 UTC
